Date,Temperature,precipitation (mm),Humidity (%),Pressure (hPa),Condition,Wind Speed (m/s)
2022-08-24,22.7,0.2,77.9,1000.3,rain,3
2022-08-25,22.3,0.1,79.4,1000.1,rain,1.6
2022-08-26,22.9,,70.6,1000,clear,1.4
2022-08-27,21.6,,62.4,1002.7,clouds,2.1
2022-08-28,22.1,,60.8,1006.8,clouds,1.9
2022-08-29,19.6,4.5,79.3,1007.9,rain,2.1
2022-08-30,19.1,30.2,92.9,1002.8,rain,1.1
2022-08-31,21,7.2,90.3,1000.7,rain,1
2022-09-01,22.4,,80.1,1005.7,clouds,1.4
2022-09-02,22.6,,72,1007.8,clouds,3.2
2022-09-03,23.4,0.1,70.3,1006.2,rain,3.6
2022-09-04,24.5,0.1,78.9,1001.8,rain,2.9
2022-09-05,22.6,46.5,93.4,996.3,rain,1.6
2022-09-06,20.2,41.7,79.8,997.1,rain,3.6
2022-09-07,20.9,,66,1009.5,clouds,1.3
2022-09-08,22,,66.3,1010,clouds,1.2
2022-09-09,22.9,,63.3,1009.6,clouds,2
2022-09-10,22,,62.1,1009.6,clouds,2.5
2022-09-11,24,0.1,64.4,1006.8,rain,2
2022-09-12,22.9,1.6,83.5,1006.3,rain,1.2
2022-09-13,24.5,0.1,69.4,1007.4,rain,2.1
2022-09-14,25,0.1,47,1007.6,rain,4
2022-09-15,25.2,,62.8,1003.4,clouds,4.1
2022-09-16,25.4,0.3,71.8,1000.6,rain,3.6
2022-09-17,27.2,,73.1,1000,clouds,1.4
2022-09-18,27.3,,71.9,994.7,clouds,2.1
2022-09-19,24.5,,61.5,992.5,clouds,4.1
2022-09-20,19.2,,60.1,1005.4,clouds,2.2
2022-09-21,18.8,,59.3,1009.3,clear,2.5
2022-09-22,18.4,,58.9,1007.6,clouds,1.9
2022-09-23,17.7,0.1,67,1005.8,rain,2.2
2022-09-24,17.5,,60.6,1009.4,clouds,1.6
2022-09-25,18.5,,66.9,1008.5,clouds,1.1
2022-09-26,18.7,,67.6,1009,clouds,1.1
2022-09-27,19.4,,66.9,1007.7,clear,1.4
2022-09-28,19.2,,73.9,1006.2,clouds,1
2022-09-29,18.8,,74.9,1007.1,clear,1.2
2022-09-30,19.4,,67.3,1008.5,clear,1.1
2022-10-01,20.1,,63.9,1010,clear,1.1
2022-10-02,21.1,1,71,1008.6,rain,1.5
2022-10-03,22.8,26.3,84.6,1005.5,rain,2.2
2022-10-04,20,43.5,78.9,1005,rain,2.9
2022-10-05,16.2,0.1,67,1011.7,rain,1.4
2022-10-06,16.5,0.1,73.4,1010.9,rain,1.2
2022-10-07,15.8,0.1,65.1,1011.8,rain,2
2022-10-08,15.8,,61.5,1015.7,clear,2.9
2022-10-09,13,17.1,82.8,1010.3,rain,1.9
2022-10-10,10.9,1.4,66.1,1007.6,rain,2.9
2022-10-11,12,0.1,67.6,1013.8,rain,2
2022-10-12,13,,73.6,1018.3,clear,1.6
2022-10-13,15.1,,74,1016.5,clear,1.5
2022-10-14,15.9,,74.5,1012,clouds,1.3
2022-10-15,18.2,,72.1,1010.8,clouds,1
2022-10-16,17.7,,76.4,1010.2,clouds,1.4
2022-10-17,12.4,,51.3,1011.7,clouds,3
2022-10-18,8.8,,56.5,1015.1,clear,1.6
2022-10-19,9.2,,60.6,1018.4,clear,1.4
2022-10-20,11,,65.6,1019.9,clear,1.3
2022-10-21,12.2,,68,1016.9,clouds,1.1
2022-10-22,14.4,0.1,70.8,1013.2,rain,1.4
2022-10-23,13.1,,64.9,1011,clouds,1.7
2022-10-24,9.7,,55.4,1013.5,clear,1.9
2022-10-25,9.6,,60.8,1019.8,clear,1.4
2022-10-26,11.1,,63.9,1019.5,clouds,1.1
2022-10-27,12.5,,67.1,1017.6,clear,1.3
2022-10-28,13.2,,69.1,1017.8,clouds,1
2022-10-29,13.5,,68.5,1018,clear,1.2
2022-10-30,13.9,,65.3,1017.3,clear,1.6
2022-10-31,14.1,,63.9,1016.1,clouds,1.7
2022-11-01,12.5,,73.5,1014.1,clouds,1.5
2022-11-02,10.9,,60.5,1012.9,clear,1.4
2022-11-03,9.4,,60.3,1011.7,clouds,1.5
2022-11-04,5.9,,49.4,1015.3,clear,2.4
2022-11-05,6.1,,54,1017.5,clear,1.5
2022-11-06,8,,65.1,1016.7,clear,1.1
2022-11-07,9.6,,61.9,1015.4,clouds,0.9
2022-11-08,12,,64,1016.8,clouds,0.9
2022-11-09,10.3,,75.5,1017.6,clouds,1.1
2022-11-10,11.7,,67.5,1016.8,clear,1.1
2022-11-11,13.9,,64.4,1017.1,clear,1
2022-11-12,16.6,3.3,72,1008.6,rain,1.8
2022-11-13,11.6,2.5,76.3,1007.7,rain,2.3
2022-11-14,9.5,,73,1010.4,clouds,1.4
2022-11-15,8.3,1.7,69.4,1009.8,rain,1.6
2022-11-16,8.9,1.3,67.9,1012.6,rain,1.5
2022-11-17,8.9,,60.8,1016,clear,1.3
2022-11-18,9.1,,61.3,1017.9,clear,1.2
2022-11-19,11.1,,61.6,1014.4,clouds,1.6
2022-11-20,12.4,,63,1011.8,clouds,1
2022-11-21,11.7,,63,1013.4,clouds,1.2
2022-11-22,10.8,0.2,80,1012.4,rain,0.8
2022-11-23,10.6,,62.1,1009.7,clouds,1.6
2022-11-24,7.8,,62.8,1013.3,clouds,1.1
2022-11-25,9.5,,59.6,1010.5,clouds,1.3
2022-11-26,9.3,0.1,53.3,1010.2,rain,2.2
2022-11-27,6,,49.3,1012.7,clear,1.1
2022-11-28,7.3,30.1,83.3,1007.5,rain,1.1
2022-11-29,8.5,6.7,62,1008.8,rain,3
2022-11-30,-2.9,0.1,48.4,1023.3,snow,3.7
2022-12-01,-3.3,,37.5,1023.6,clouds,2
2022-12-02,-1.6,,53.3,1021.8,clear,1.2
2022-12-03,2.7,0.1,66.9,1017.5,snow,1.2
2022-12-04,-1.4,,38,1022.9,clouds,2.7
2022-12-05,-2.2,,33,1021.2,clouds,2
2022-12-06,0.8,0.3,65.6,1015.8,snow,1.5
2022-12-07,4.4,,59.4,1016,clouds,1.8
2022-12-08,3.5,,60.8,1017.9,clear,0.9
2022-12-09,4,,66.9,1014.6,clear,1.1
2022-12-10,1.7,0.1,69.9,1012.5,rain,1
2022-12-11,1.8,,52.8,1015,clear,1.4
2022-12-12,1.6,0.1,64,1012.6,rain,1.4
2022-12-13,1.7,4.9,75.3,1010.9,snow,2.9
2022-12-14,-7.3,0.1,62.6,1019.9,snow,2.4
2022-12-15,-1.4,1.6,70.9,1016.9,snow,1.8
2022-12-16,-4.3,,53.6,1021.9,clouds,1.4
2022-12-17,-6,0.9,62.1,1016.9,snow,1.8
2022-12-18,-8.4,,51.3,1015.4,clear,1.5
2022-12-19,-5.5,,57.1,1018.6,clear,1.4
2022-12-20,-2.3,,62.6,1018.2,clouds,1.1
2022-12-21,0.2,5.8,89.3,1004.1,snow,1
2022-12-22,-5.1,1.1,73.4,1002.2,snow,3
2022-12-23,-8,0.1,62.8,1005.5,snow,4
2022-12-24,-8.7,0.1,56.5,1012.5,snow,1.3
2022-12-25,-4.8,,65,1015.6,clear,1.4
2022-12-26,-3.6,,68.9,1018.1,clouds,0.9
2022-12-27,-2.3,,67.5,1021,clear,1.1
2022-12-28,-2.3,0.1,65.6,1022.1,snow,1.7
2022-12-29,-3.2,,61.8,1024.6,clouds,1.1
2022-12-30,-1.1,0.1,67.3,1023.7,snow,1.2
2022-12-31,-1.1,0.1,65.8,1022.8,snow,0.9
2022-01-01,-2.3,,36,1023.2,clouds,1.6
2022-01-02,0.6,,47.3,1019.2,clouds,1.7
2022-01-03,-0.2,,50.1,1018.7,clouds,1.6
2022-01-04,1.9,,39.4,1019.5,clear,2
2022-01-05,0.6,,43.9,1020.3,clouds,0.8
2022-01-06,2.9,,38.5,1020.2,clear,2.3
2022-01-07,0.1,,42.8,1022.1,clear,1.1
2022-01-08,1.4,,43.4,1017.2,clouds,1.7
2022-01-09,2,,65.9,1015.3,clouds,0.9
2022-01-10,3,,61.8,1012.8,clouds,1.4
2022-01-11,-0.9,0.1,44.9,1010.6,snow,5
2022-01-12,-3.2,,42.1,1014.6,clear,3.6
2022-01-13,-2.8,0.1,42.3,1012.6,snow,5
2022-01-14,-2.6,,35.3,1018,clear,2.6
2022-01-15,1,,43.3,1016.1,clouds,1.3
2022-01-16,1.9,0.1,47.6,1016.2,rain,2.8
2022-01-17,-0.4,,49.1,1018.7,clouds,4.2
2022-01-18,-2.5,,32.3,1020.4,clear,2.9
2022-01-19,-0.7,0.1,47.6,1016.8,snow,2.1
2022-01-20,-1.1,,46.3,1020.5,clear,2
2022-01-21,-1,,51.3,1023.6,clear,1
2022-01-22,2.3,,63.1,1019.8,clouds,1.1
2022-01-23,6.4,,62.3,1014.3,clouds,1.5
2022-01-24,4.9,,61,1016,clouds,2.7
2022-01-25,4.5,0.1,66.6,1014.8,rain,1.3
2022-01-26,3.8,,55.4,1017.1,clouds,2.6
2022-01-27,3.2,,45.6,1016.5,clouds,1.9
2022-01-28,2.3,,32.5,1016.1,clouds,3.2
2022-01-29,1,,34.3,1013.8,clouds,3.4
2022-01-30,1.1,,34.5,1013.9,clear,2.6
2022-01-31,1.3,,33.5,1016.9,clear,2.1
2022-02-01,1.9,,50.3,1017.6,clouds,3.8
2022-02-02,0.7,,45.1,1020.2,clouds,3.3
2022-02-03,0.4,,41.6,1018.9,clear,2.7
2022-02-04,-0.6,,43.9,1016.7,clouds,4.4
2022-02-05,-3,,45.4,1017.7,clouds,5.6
2022-02-06,-1.1,,43.6,1020.4,clear,4.4
2022-02-07,0.2,,37.5,1020.6,clouds,3
2022-02-08,1.5,,43.8,1020,clear,2.1
2022-02-09,2.6,,50.8,1018.3,clouds,1
2022-02-10,5.3,,41.1,1015.1,clear,1.9
2022-02-11,3.5,,43,1018.7,clouds,1.3
2022-02-12,4.8,,53,1018,clouds,2.1
2022-02-13,5.4,,73.3,1014.9,clouds,1.9
2022-02-14,7.3,,59.9,1012.7,clouds,1.8
2022-02-15,0.4,,46.5,1012.6,clouds,5.1
2022-02-16,-3.6,,44.5,1015,clouds,5
2022-02-17,-4.3,,37.1,1020.3,clear,3.1
2022-02-18,-0.8,,42.9,1023,clouds,1.1
2022-02-19,2.4,,49,1015.1,clouds,2.3
2022-02-20,-2.2,0.1,36.1,1017.8,snow,4.5
2022-02-21,1.2,,43.4,1020.9,clouds,3.4
2022-02-22,-0.4,0.1,38.5,1023.5,snow,4.4
2022-02-23,-2.3,,32,1024.3,clouds,3.5
2022-02-24,0.5,,30.6,1022.6,clear,3.7
2022-02-25,5,,41.9,1019.7,clear,2.9
2022-02-26,6.8,0.1,52.5,1012.3,rain,2.5
2022-02-27,6.3,,32.4,1014.8,clear,3.5
2022-02-28,7,,34.3,1014.7,clouds,1.2
2022-03-01,9.9,0.1,51.9,1007.3,rain,2.5
2022-03-02,6.2,,41.5,1010.1,clear,3.7
2022-03-03,7.7,,39.4,1011.3,clear,1.8
2022-03-04,8.8,,50.4,1007,clouds,1.8
2022-03-05,6.9,,30.9,1006.9,clear,5.3
2022-03-06,4,,30.3,1013.6,clear,3.5
2022-03-07,5.2,,37,1013.5,clouds,1.6
2022-03-08,8.1,,36.4,1012,clear,1.3
2022-03-09,9.1,,49.9,1014.9,clear,1.6
2022-03-10,10.5,,59.6,1014.4,clouds,1.4
2022-03-11,12.5,,57.6,1011.7,clouds,1.3
2022-03-12,14.7,,67.6,1009.7,clouds,1.8
2022-03-13,15.1,2.1,87.1,1005.3,rain,1.5
2022-03-14,10.8,,84.9,1005.8,clouds,3.9
2022-03-15,11.7,,53.6,1007.1,clouds,1.8
2022-03-16,14.4,,45.3,1008.9,clouds,1.5
2022-03-17,8.8,6.1,84.1,1014,rain,4.6
2022-03-18,6.1,8.5,83.4,1005.1,rain,4.2
2022-03-19,4.9,4.2,83.8,1003.4,rain,1.8
2022-03-20,6.6,,69.8,1012.1,clouds,1.6
2022-03-21,8.3,,53.1,1016.4,clouds,2
2022-03-22,8.7,,48.8,1014.8,clouds,3
2022-03-23,6.8,0.1,66.6,1011.8,rain,1.7
2022-03-24,9.1,,60.6,1013.9,clouds,1.1
2022-03-25,13.5,1.6,67.6,1011.1,rain,1.9
2022-03-26,14.7,11.7,80.9,996.4,rain,3.8
2022-03-27,13.1,,39.3,1007.9,clear,3.7
2022-03-28,9,,45.5,1019.4,clear,2.2
2022-03-29,10.8,,51.6,1018.3,clear,1.3
2022-03-30,14.8,,57,1013.7,clouds,1.7
2022-03-31,10.5,0.1,74,1017.1,rain,4.8
2022-04-01,8.8,0.3,64.4,1022.5,rain,2.1
2022-04-02,10.2,,50,1020.3,clear,1.5
2022-04-03,11.3,,50.9,1020.7,clear,1.7
2022-04-04,13.2,,49.6,1020.3,clear,1.4
2022-04-05,14.4,,35.3,1014.8,clouds,2
2022-04-06,16,,35.6,1013.3,clear,2.2
2022-04-07,14.4,2.4,49.3,1010.5,rain,2.7
2022-04-08,15.7,,41.4,1012.7,clear,1.6
2022-04-09,18.6,,48.5,1009.2,clear,1.7
2022-04-10,19.5,,50.6,1010.2,clouds,1.6
2022-04-11,20.3,,66.3,1007.5,clear,1.7
2022-04-12,22.5,,64.5,1004.1,clouds,1.4
2022-04-13,12.2,,80.1,1009.6,clouds,5.4
2022-04-14,10.9,0.1,72.4,1012.4,rain,3.7
2022-04-15,12.1,,59.8,1010.9,clouds,3.2
2022-04-16,13.5,,45.3,1010.7,clear,1.9
2022-04-17,15.6,,36.9,1011.3,clear,1.8
2022-04-18,18.1,,33.3,1010.8,clouds,2
2022-04-19,18.4,,31.4,1010.2,clear,2.2
2022-04-20,18.2,,35.5,1009.1,clear,1.6
2022-04-21,14.3,0.2,60.3,1007.1,clouds,1.1
2022-04-22,19,,64,1004.4,clouds,2.1
2022-04-23,19.1,,58.9,1006.3,clouds,2.6
2022-04-24,22,,52.4,1004,clouds,1.8
2022-04-25,21.7,2.5,58.4,1004.7,rain,1.7
2022-04-26,18.3,20.3,94.4,996.8,rain,1.6
2022-04-27,17.2,,59.6,1008.4,clear,3.7
2022-04-28,15.7,,67,1010.9,clouds,3.7
2022-04-29,11.3,12.8,80.6,1010.3,rain,2.6
2022-04-30,14.5,,60.4,1010.9,clouds,2.1
2022-05-01,15.2,,39.4,1007,clear,3.2
2022-05-02,13.1,1.2,55.8,1007.7,rain,2.1
2022-05-03,15.2,,59.6,1012.8,clear,1.5
2022-05-04,19,,49,1012.7,clear,1.7
2022-05-05,20,,51.5,1012.4,clear,1.5
2022-05-06,21.2,,58.3,1009.6,clouds,1.5
2022-05-07,18.9,,66.5,1010.6,clouds,3.7
2022-05-08,16.4,,59.9,1012.8,clouds,3.7
2022-05-09,16.2,0.4,55.5,1012.5,rain,3
2022-05-10,16.5,,56.3,1011,clouds,2.9
2022-05-11,20.7,0.1,57.4,1008.5,rain,1.7
2022-05-12,20.2,,63.1,1005.2,clouds,3.1
2022-05-13,15.7,2.6,86.4,1002.2,rain,3
2022-05-14,17.9,,50,1005.1,clouds,3.1
2022-05-15,17.1,,42.1,1007,clouds,2.4
2022-05-16,18.5,,38.5,1005.8,clear,2
2022-05-17,20.4,,42.3,1007.9,clear,1.5
2022-05-18,23.3,,42.8,1010.6,clear,2.1
2022-05-19,23,,36.9,1010.6,clouds,2
2022-05-20,22.8,,43.3,1006.9,clouds,1.9
2022-05-21,23.7,,51.5,1002.1,clear,3.1
2022-05-22,24.8,,45.6,1000.9,clear,3.7
2022-05-23,24.3,,53.9,1005.5,clouds,2.1
2022-05-24,26.4,,45.5,1006.5,clear,2
2022-05-25,25.5,,54.9,1001.5,clouds,1.8
2022-05-26,22.9,,41.6,997.8,clear,3.4
2022-05-27,23.8,,37.3,994.8,clear,4.1
2022-05-28,24.9,,39,999.4,clouds,1.9
2022-05-29,24.9,,40.5,999.1,clouds,1.7
2022-05-30,24.3,0.1,53.8,995.3,rain,2.1
2022-05-31,24.7,,39.4,1001.1,clear,2.9
2022-06-01,24.7,,39.6,999.9,clear,1.7
2022-06-02,26.1,,44.5,1000.2,clear,2.3
2022-06-03,23.5,,61.5,1004.2,clouds,3.9
2022-06-04,22.1,,67,1005.5,clouds,3.7
2022-06-05,18,32.2,92.5,998.1,rain,2.7
2022-06-06,18.7,0.8,84.6,994.9,rain,1.9
2022-06-07,16.5,1.1,85.1,1002.8,rain,2.9
2022-06-08,17.5,0.1,77.8,1006.6,rain,2.5
2022-06-09,20.4,,70.5,1007.6,clouds,2
2022-06-10,22.7,,67.1,1007.7,clouds,1.5
2022-06-11,21.4,,74,1006.7,clouds,3.4
2022-06-12,20.7,,73.1,1007.7,clouds,3.2
2022-06-13,19.9,,75.6,1004.9,clouds,4.2
2022-06-14,16.9,3.1,92.4,1003.4,rain,2.7
2022-06-15,19.7,3.7,88.6,1000.9,rain,1
2022-06-16,23.2,,69.6,1001.3,clouds,1.8
2022-06-17,25.9,,63.9,1001.6,clouds,1.5
2022-06-18,27.9,,65.3,1000.5,clouds,2.1
2022-06-19,28.9,,63.1,1000.5,clouds,2.2
2022-06-20,28.6,2.2,69.8,997.9,rain,1.9
2022-06-21,27.8,,72.6,997.5,clear,2.3
2022-06-22,29.9,,65,1000.3,clouds,1.6
2022-06-23,27.9,0.2,72.8,996.7,rain,2
2022-06-24,28.1,32.4,70,992.4,rain,3.1
2022-06-25,28.2,,67,999.6,clouds,2.4
2022-06-26,28.4,,72.1,1004.3,clouds,1.7
2022-06-27,27.3,5.4,86.3,1003.9,rain,1.8
2022-06-28,28.9,0.7,71.3,1000.6,rain,2.6
2022-06-29,29.5,0.1,68.5,1001,rain,2.4
2022-06-30,29.8,,68,1005.4,clouds,1.9
2022-07-01,29.8,,68.6,1008.4,clouds,1.4
2022-07-02,29.9,,63.9,1006.6,clouds,2
2022-07-03,29.3,1,69.6,1002.8,rain,1.6
2022-07-04,28.8,0.1,72.5,999.7,rain,1.4
2022-07-05,28.8,0.1,72.1,999.4,rain,1.8
2022-07-06,28.5,2.9,81.4,1002.5,rain,2.3
2022-07-07,29.7,,74.3,1001.7,clouds,2.2
2022-07-08,28.5,17.2,84.6,996.5,rain,1.3
2022-07-09,28.7,,71.3,996,clouds,2.3
2022-07-10,28.1,,76.5,999.5,clouds,2.7
2022-07-11,26.4,9.5,86.6,1000.2,rain,1.4
2022-07-12,25.6,,75.3,1002.9,clouds,3.8
2022-07-13,24.4,15.2,85.6,999.9,rain,2.2
2022-07-14,28.2,,77.5,993.6,clouds,1.7
2022-07-15,28.3,,64.5,993.3,clouds,1.9
2022-07-16,26.8,,71,992.6,clouds,1.9
2022-07-17,27.3,,68.6,994.7,clouds,1.9
2022-07-18,22.9,34,95.6,994.6,rain,1.5
2022-07-19,27.6,0.2,74.4,996.1,rain,1.5
2022-07-20,29.4,,62.5,999.9,clouds,2.2
2022-07-21,26,5,80.9,995.7,rain,2.8
2022-07-22,25.8,,71.6,999.5,clouds,2.9
2022-07-23,24.9,0.1,82,1000.2,rain,2.1
2022-07-24,27.4,1.1,77.6,996.9,rain,2.2
2022-07-25,28.8,,72.6,1002.1,clouds,2.1
2022-07-26,26.9,,79.4,1004.2,clouds,2.9
2022-07-27,25.6,,79.5,1005.2,clouds,3.3
2022-07-28,26.2,0.1,85.5,1006.3,rain,2.9
2022-07-29,28.7,,77.8,1006.9,clear,3.3
2022-07-30,27.8,0.1,83.9,1004.3,rain,4
2022-07-31,27.1,2.7,92,1001.7,rain,2.5
2022-08-01,29.4,0.1,76.6,1001.6,rain,2.2
2022-08-02,27.9,4.7,91.8,1004.4,rain,1
2022-08-03,30.6,0.5,78.8,1004.3,rain,2.1
2022-08-04,30.7,0.1,75.9,1003.2,rain,2.4
2022-08-05,30.8,,75,1000.4,clouds,1.9
2022-08-06,31.6,,72,999.8,clouds,1.7
2022-08-07,31.5,,71.9,1001.1,clouds,1.8
2022-08-08,30.5,,69.8,1002,clouds,2.1
2022-08-09,29.8,0.1,69.8,1001.8,rain,1.7
2022-08-10,28.2,0.3,80.1,1001,rain,1.2
2022-08-11,26.5,4.1,90.9,999.7,rain,0.9
2022-08-12,29.7,3.2,77.1,999.7,rain,1.6
2022-08-13,26.4,6.6,92.4,1000.6,rain,1.5
2022-08-14,29.8,0.1,80.1,1000.4,rain,1.6
2022-08-15,30.9,0.1,69.6,997.3,rain,1.9
2022-08-16,25.7,39.8,94.9,998.6,rain,1.1
2022-08-17,25.7,22.8,89.4,1000.4,rain,2.2
2022-08-18,26.8,,77.3,1001.6,clouds,1.2
2022-08-19,28.2,,80.5,998,clouds,1.5
2022-08-20,26.4,10.3,95.1,996.8,rain,1.6
2022-08-21,26,,75.3,999.9,clouds,3.2
2022-08-22,26.8,,75.6,998.8,clouds,1.4
2022-08-23,25.4,6.8,89.9,1000.1,rain,1.5
2022-08-24,21.5,4.6,94.4,1003.1,rain,2.7
2022-08-25,24.5,0.1,78.6,1001.3,rain,1.4
2022-08-26,25.1,0.1,64.6,1001.1,rain,2.2
2022-08-27,23.2,,68,1003.5,clouds,1.7
2022-08-28,21.4,,72.1,1009.4,clouds,2.4
2022-08-29,21.5,0.1,81.4,1009.8,rain,1.1
2022-08-30,20.9,26.2,92.3,1005.1,rain,1.5
2022-08-31,21.3,13.3,95.6,1002.2,rain,1.2
2022-09-01,21.6,,88.4,1007.7,clouds,1.5
2022-09-02,21.5,0.3,91.1,1010.1,rain,1.9
2022-09-03,22.2,0.1,91.9,1009,rain,3.1
2022-09-04,25.4,0.4,89.5,1004.6,rain,2.7
2022-09-05,24.9,31.7,96,998.4,rain,2.6
2022-09-06,22.6,81.1,81,995.6,rain,4.2
2022-09-07,22.4,,69.1,1010.5,clouds,1.5
2022-09-08,21.7,,73,1011.9,clouds,2.2
2022-09-09,21.5,,76.6,1012.1,clouds,2.6
2022-09-10,21,,81.4,1011.9,clouds,1.9
2022-09-11,22.7,,80.4,1009.3,clouds,2.4
2022-09-12,21.7,0.3,91.5,1008.7,rain,1.4
2022-09-13,23.7,0.1,77.9,1010,rain,3.2
2022-09-14,23.4,0.1,77,1010.7,rain,4.1
2022-09-15,23.5,,78.8,1007.3,clouds,4.6
2022-09-16,24.7,,84.9,1003.8,clouds,2.9
2022-09-17,26.2,0.3,84.9,1002.2,rain,1.5
2022-09-18,26.6,0.1,83.1,995.7,rain,2.2
2022-09-19,25.1,0.1,72.9,991.8,rain,3.1
2022-09-20,19.2,,69.1,1007.5,clouds,3.2
2022-09-21,17.2,,75.3,1012.1,clear,2.3
2022-09-22,18.6,,78.6,1009.6,clouds,1.7
2022-09-23,20.8,,70.4,1006.4,clouds,2.6
2022-09-24,19.2,,59.5,1010.3,clouds,2.6
2022-09-25,18.6,,77.8,1010.5,clouds,1.2
2022-09-26,18.5,,88,1010.7,clouds,0.9
2022-09-27,20.3,,81.8,1009.8,clear,2.1
2022-09-28,19.4,,81.3,1008,clouds,0.9
2022-09-29,20.8,,72.8,1008.2,clear,0.9
2022-09-30,21.6,,68.1,1009.8,clear,0.9
2022-10-01,21.6,,62.8,1011.5,clouds,1.2
2022-10-02,22.2,,69.1,1011.6,clouds,1.7
2022-10-03,24.9,3.9,82.4,1008.4,rain,1.3
2022-10-04,21.5,18,88.6,1006.2,rain,2.9
2022-10-05,17,,81.4,1013.7,clouds,3.3
2022-10-06,18.2,0.3,81.8,1012.1,rain,1.4
2022-10-07,16.6,0.1,74.6,1012.7,rain,2.8
2022-10-08,14.9,,75.6,1018.5,clear,2.4
2022-10-09,14.4,3.1,88.8,1011.8,rain,1.3
2022-10-10,13.7,0.1,64.3,1007.5,rain,4.9
2022-10-11,13.6,,67.9,1014.2,clear,3.4
2022-10-12,14,,79.1,1020.3,clear,1.8
2022-10-13,16.1,,77.8,1018.5,clear,1.9
2022-10-14,16.1,,81.4,1014.1,clouds,1.9
2022-10-15,17.8,,80.8,1013.1,clouds,2.1
2022-10-16,19.2,,74.5,1011.5,clouds,1.4
2022-10-17,16,,55.3,1011.1,clouds,3.8
2022-10-18,11.7,,52.3,1015.6,clear,3.1
2022-10-19,10.8,,56.9,1019.1,clear,2.1
2022-10-20,12,,62.4,1021.2,clear,0.9
2022-10-21,14.5,,63.5,1018.2,clouds,1.1
2022-10-22,16.6,0.3,64.9,1013.8,rain,1.5
2022-10-23,15.3,,72.4,1011.5,clouds,2
2022-10-24,12.3,,58.3,1014,clear,2.5
2022-10-25,11.2,,69.6,1021.3,clear,1.6
2022-10-26,12.2,,73.1,1021.4,clouds,0.9
2022-10-27,14.5,,65.1,1018.5,clear,1.2
2022-10-28,13.1,,77.9,1019.9,clouds,2
2022-10-29,13.6,,79.8,1020.6,clear,1.8
2022-10-30,13.3,,80.4,1019.9,clear,2.1
2022-10-31,13.1,,72.5,1018.4,clouds,1.6
2022-11-01,14.2,,68.4,1015,clouds,1.5
2022-11-02,13.1,,62.9,1013.9,clear,1.1
2022-11-03,12.5,,56.4,1012,clouds,2
2022-11-04,9.3,,43.4,1015,clear,3.5
2022-11-05,9.1,,37.3,1018.1,clear,2.4
2022-11-06,8.9,,60.6,1018.2,clear,1
2022-11-07,9.7,,62.4,1016.9,clouds,1
2022-11-08,10.9,,65.4,1018.5,clouds,1.1
2022-11-09,11.7,,65.3,1018.6,clouds,1.1
2022-11-10,13.3,,62.3,1018.4,clear,1.2
2022-11-11,14,,74.3,1019.9,clear,1.2
2022-11-12,17,0.1,78.6,1012.1,rain,1.2
2022-11-13,15.9,16.3,76.6,1007.7,rain,3
2022-11-14,11.6,,68.5,1011.5,clouds,1.5
2022-11-15,10,,62,1011,clouds,2.6
2022-11-16,10.3,0.4,69.3,1014.1,rain,1.5
2022-11-17,9.4,,64.6,1017.7,clear,0.9
2022-11-18,9.6,,64.4,1019.9,clear,0.9
2022-11-19,11.2,,74.4,1016.9,clouds,1.6
2022-11-20,12.8,,78.8,1013.9,clouds,0.8
2022-11-21,12.5,,75.8,1014.9,clouds,0.8
2022-11-22,12.5,0.4,77.1,1013.9,rain,0.9
2022-11-23,13,0.7,75,1009.8,rain,2.2
2022-11-24,8.7,,65.1,1014.7,clouds,0.8
2022-11-25,9.2,,69.9,1012.7,clouds,1.1
2022-11-26,10.9,,53.8,1010.5,clear,2.3
2022-11-27,7.7,,46.1,1015,clear,0.8
2022-11-28,10.5,11,73.9,1010.6,rain,1.1
2022-11-29,12.3,17.7,71.6,1007.3,rain,3.6
2022-11-30,-0.4,,41,1022.2,clouds,5.2
2022-12-01,-1,,39.1,1024.2,clouds,3.4
2022-12-02,0.3,,52.8,1023.5,clear,2.3
2022-12-03,4.4,,64.5,1019,clouds,1.5
2022-12-04,3.1,,38.1,1022,clouds,3.6
2022-12-05,1.2,,33.5,1020.9,clouds,3.3
2022-12-06,1.9,,57.8,1017.1,clouds,1.6
2022-12-07,4.4,,65.3,1017,clouds,1.7
2022-12-08,4.5,,68.3,1019.1,clear,1
2022-12-09,4.4,,76.5,1016.4,clear,0.9
2022-12-10,4.7,0.1,71.1,1013.2,rain,1.4
2022-12-11,4.8,,58.1,1015.4,clear,2
2022-12-12,4.1,1.1,77.1,1013.6,rain,1.3
2022-12-13,5.2,0.1,69.5,1010.9,snow,3.7
2022-12-14,-3.9,0.1,66.3,1019.9,snow,4.2
2022-12-15,-0.1,,67.5,1018.7,clouds,1.4
2022-12-16,0.2,,45.3,1021.6,clouds,3.5
2022-12-17,-2.5,0.1,55.5,1017.4,snow,3
2022-12-18,-5.6,,59.6,1016.1,clear,3.5
2022-12-19,-3.7,,65.6,1019.7,clear,1.8
2022-12-20,-0.8,,68.3,1019.9,clouds,1.2
2022-12-21,0.3,2.5,92.8,1006.2,snow,1.1
2022-12-22,-2.5,0.1,70.4,1001.9,snow,4.4
2022-12-23,-5.7,,60.1,1004.2,clouds,5.4
2022-12-24,-4.8,,63.3,1011.9,clear,2.4
